S.No.,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Ageofcar,Brand_Class,Kilometers_Driven_log,Price_log
914,Chennai,60000,Diesel,Automatic,First,15.73,1968,174.33,5.0,20.0,7,High,11.002099841204238,2.995732273553991
916,Hyderabad,130000,Diesel,Manual,First,19.3,1248,73.9,5.0,3.65,11,Low,11.77528972943772,1.2947271675944
917,Mumbai,20000,Diesel,Manual,First,14.07,1978,83.1,10.0,5.25,8,Low,9.903487552536127,1.6582280766035324
918,Hyderabad,76000,Diesel,Automatic,First,15.97,2993,258.0,7.0,58.0,5,High,11.238488619268468,4.060443010546419
919,Mumbai,30000,Petrol,Automatic,First,18.0,1497,117.3,5.0,8.65,6,Low,10.308952660644293,2.157559320943788
920,Delhi,150000,Diesel,Manual,First,25.0,1396,69.01,5.0,2.5,6,Low,11.918390573078392,0.9162907318741551
921,Chennai,28000,Petrol,Automatic,First,16.93,1197,103.6,5.0,7.75,7,High,10.239959789157341,2.0476928433652555
922,Bangalore,74000,Petrol,Manual,First,23.1,998,67.04,5.0,4.15,6,Low,11.211820372186306,1.423108334242607
923,Delhi,75000,Diesel,Manual,First,11.5,2982,171.0,7.0,10.85,10,Low,11.225243392518447,2.3841650799864684
924,Delhi,76000,Petrol,Automatic,Second,11.3,2360,170.0,5.0,5.53,11,Low,11.238488619268468,1.7101878155342434
925,Pune,64889,Diesel,Automatic,First,15.5,1896,105.0,5.0,11.5,7,High,11.080433396801446,2.4423470353692043
926,Hyderabad,10000,Petrol,Manual,First,9.0,3436,93.7,2.0,40.0,11,High,9.210340371976184,3.6888794541139363
927,Kolkata,43000,Diesel,Manual,First,19.67,1582,126.2,5.0,9.25,6,Low,10.668955394675699,2.224623551524334
928,Pune,47490,Petrol,Manual,First,17.5,1198,75.0,5.0,2.29,10,Low,10.768274441543168,0.8285518175661483
929,Chennai,80000,Diesel,Manual,First,22.77,1498,98.59,5.0,7.0,6,Low,11.289781913656018,1.9459101490553132
930,Bangalore,60000,Petrol,Manual,Second,18.2,1061,64.0,5.0,1.65,14,Low,11.002099841204238,0.5007752879124892
931,Ahmedabad,6006,Petrol,Manual,First,20.73,1373,91.1,5.0,8.25,4,Low,8.700514248543275,2.1102132003465894
932,Kochi,71703,Petrol,Automatic,First,14.74,1991,181.03,5.0,9.14,10,High,11.180287866716585,2.2126603854660587
933,Hyderabad,33000,Petrol,Manual,First,17.8,1198,86.7,5.0,6.5,5,Low,10.404262840448617,1.8718021769015913
934,Kolkata,60000,Diesel,Manual,First,23.59,1364,67.05,5.0,2.95,9,Low,11.002099841204238,1.0818051703517284
935,Jaipur,91000,Diesel,Manual,First,19.87,1461,83.8,5.0,5.75,6,Low,11.418614785498987,1.749199854809259
936,Hyderabad,72000,LPG,Manual,First,26.2,998,58.2,5.0,2.85,9,Low,11.184421397998193,1.0473189942805592
937,Kolkata,43000,Petrol,Manual,Second,16.47,1198,73.9,5.0,2.1,10,High,10.668955394675699,0.7419373447293773
938,Coimbatore,63770,Diesel,Manual,First,19.67,1582,126.2,5.0,13.55,4,Low,11.063038139309317,2.60638654732571
939,Kolkata,43510,Diesel,Automatic,First,14.74,2993,270.9,5.0,20.5,9,High,10.680746075714726,3.0204248861443626
940,Mumbai,52000,Diesel,Manual,First,16.3,1956,170.0,5.0,20.0,4,High,10.858998997563564,2.995732273553991
941,Kochi,31427,Diesel,Automatic,First,15.68,1999,177.0,5.0,59.72,3,High,10.355422675029144,4.089666972670989
942,Kolkata,29000,Diesel,Manual,First,27.39,1248,74.0,5.0,6.5,5,Low,10.275051108968611,1.8718021769015913
943,Ahmedabad,56000,Diesel,Manual,First,28.09,1248,88.5,5.0,7.5,5,Low,10.933106969717286,2.0149030205422647
944,Jaipur,76000,Petrol,Manual,Second,15.0,1586,104.68,5.0,2.15,14,Low,11.238488619268468,0.7654678421395714
945,Coimbatore,53615,Diesel,Manual,First,22.7,1582,126.24,5.0,8.44,6,Low,10.889584158654246,2.1329823086078656
946,Bangalore,132000,Diesel,Manual,First,13.5,2477,175.56,7.0,12.49,8,Low,11.790557201568507,2.5249283241374862
947,Pune,14800,Petrol,Manual,First,17.0,1198,73.75,5.0,5.48,4,High,9.602382459752207,1.7011051009599243
948,Hyderabad,35433,Petrol,Manual,First,18.5,1197,85.8,5.0,4.2,8,Low,10.475398868279957,1.4350845252893227
949,Hyderabad,82966,Diesel,Manual,First,16.8,1493,110.0,5.0,7.2,8,Low,11.326186164299726,1.9740810260220096
950,Jaipur,96000,Diesel,Manual,First,23.4,1248,74.0,5.0,4.8,7,Low,11.472103470449973,1.5686159179138452
951,Kochi,39528,Diesel,Manual,First,25.32,1198,77.0,6.0,5.83,4,Low,10.584764560525587,1.763017000362401
952,Coimbatore,92056,Diesel,Manual,First,13.68,2393,147.8,7.0,18.39,3,Low,11.430152366503295,2.91180703861623
953,Pune,14930,Petrol,Manual,First,21.4,1197,83.1,5.0,5.85,5,Low,9.611127890533236,1.766441661243765
954,Mumbai,38000,Diesel,Manual,First,27.3,1498,98.6,5.0,6.21,5,Low,10.545341438708522,1.8261608959453874
955,Delhi,71000,Petrol,Manual,First,17.0,1197,80.0,5.0,3.65,8,Low,11.170435156023453,1.2947271675944
956,Delhi,71000,Diesel,Manual,First,23.0,1396,90.0,5.0,3.7,9,Low,11.170435156023453,1.308332819650179
957,Pune,50000,Diesel,Automatic,First,19.27,2143,167.62,5.0,30.0,6,High,10.819778284410283,3.4011973816621555
958,Kochi,48163,Petrol,Manual,First,19.1,1197,82.0,5.0,4.85,5,Low,10.782346370401418,1.5789787049493917
959,Coimbatore,19168,Petrol,Automatic,First,18.9,1197,82.0,5.0,6.93,4,Low,9.860997500915175,1.9358598132018119
960,Kolkata,26000,Petrol,Manual,First,22.74,796,47.3,5.0,2.6,5,Low,10.165851817003619,0.9555114450274363
962,Mumbai,8682,Diesel,Automatic,First,18.2,1950,194.0,5.0,39.5,3,High,9.06900719585954,3.676300671907076
963,Mumbai,95000,Petrol,Automatic,First,13.7,1798,157.75,5.0,10.0,9,Low,11.461632170582678,2.302585092994046
964,Kolkata,34000,Diesel,Automatic,First,16.55,1968,147.51,5.0,9.95,12,High,10.4341158035983,2.2975725511705014
965,Mumbai,95000,Diesel,Manual,Second,12.8,2494,102.0,8.0,9.45,7,Low,11.461632170582678,2.2460147415056513
966,Coimbatore,13689,Diesel,Automatic,First,17.9,2143,136.0,5.0,28.25,4,High,9.524347869595513,3.34109345759245
967,Jaipur,84000,Petrol,Manual,Second,19.81,1086,68.05,5.0,1.8,13,Low,11.33857207782545,0.5877866649021191
968,Kolkata,47000,Petrol,Manual,Second,17.5,1298,85.8,5.0,1.4,13,Low,10.757902880692196,0.3364722366212129
969,Ahmedabad,60001,Diesel,Automatic,First,21.66,1498,103.52,5.0,7.25,6,Low,11.002116507732017,1.9810014688665833
970,Hyderabad,96000,Diesel,Manual,First,21.1,1248,73.9,5.0,3.6,9,Low,11.472103470449973,1.2809338454620642
971,Jaipur,47300,Petrol,Manual,Second,14.4,1599,94.0,5.0,1.2,17,Low,10.764265574480024,0.1823215567939546
972,Coimbatore,28246,Petrol,Manual,Second,17.8,1198,86.7,5.0,4.94,7,Low,10.24870713362901,1.5973653311998313
973,Delhi,65000,Petrol,Manual,Second,18.9,998,67.1,5.0,1.25,14,Low,11.082142548877775,0.22314355131420976
974,Chennai,68000,Diesel,Manual,Second,22.07,1199,73.9,5.0,4.8,8,High,11.127262984158243,1.5686159179138452
975,Kochi,11209,Diesel,Automatic,First,12.62,2198,158.0,7.0,31.15,2,Low,9.324472306021095,3.4388142452334622
976,Pune,41980,Petrol,Manual,Second,17.0,1197,80.0,5.0,3.3,10,Low,10.644948593374624,1.1939224684724346
978,Kolkata,38000,Petrol,Manual,First,14.8,1799,130.2,5.0,2.0,11,Low,10.545341438708522,0.6931471805599453
979,Pune,51000,Petrol,Manual,First,20.51,998,67.04,5.0,3.1,7,Low,10.839580911706463,1.1314021114911006
980,Kochi,33855,Petrol,Manual,First,15.0,1598,103.6,5.0,5.09,7,Low,10.429841977919745,1.6272778305624314
981,Pune,146000,Petrol,Manual,Second,15.4,1590,94.0,5.0,1.05,15,Low,11.891361900690473,0.04879016416943205
982,Bangalore,47037,Diesel,Manual,Second,22.77,1498,98.59,5.0,7.0,6,Low,10.75868980502856,1.9459101490553132
983,Ahmedabad,58000,Petrol,Manual,Second,13.2,1495,94.0,5.0,2.5,11,Low,10.968198289528557,0.9162907318741551
984,Mumbai,61240,Diesel,Automatic,First,22.48,1995,190.0,5.0,17.5,9,High,11.02255584977162,2.8622008809294686
985,Chennai,91211,Petrol,Manual,First,20.92,998,67.1,5.0,2.1,10,Low,11.420930782824222,0.7419373447293773
986,Bangalore,84000,Diesel,Automatic,First,15.73,1968,174.33,5.0,17.75,8,High,11.33857207782545,2.8763855159214247
987,Mumbai,64226,LPG,Manual,First,17.3,1061,57.5,5.0,1.45,13,Low,11.07016339211767,0.371563556432483
988,Bangalore,67000,Petrol,Automatic,Second,11.3,1794,125.0,5.0,2.45,16,Low,11.112447898373103,0.8960880245566357
989,Pune,106976,Diesel,Automatic,First,13.5,2400,215.0,5.0,13.8,10,High,11.580359789219825,2.624668592163159
990,Kolkata,27210,Diesel,Manual,First,27.3,1498,98.6,5.0,5.85,5,Low,10.211339831777291,1.766441661243765
991,Delhi,26322,Diesel,Manual,First,28.09,1248,88.5,5.0,8.9,4,Low,10.178160370394268,2.186051276738094
992,Mumbai,9107,Petrol,Manual,First,20.4,1197,81.8,5.0,5.15,5,Low,9.11679862756782,1.6389967146756448
993,Kochi,63983,Diesel,Automatic,First,19.27,2143,170.0,5.0,16.56,6,High,11.06637270205724,2.8069901489571136
994,Chennai,134000,Petrol,Manual,Second,18.9,1061,67.0,5.0,1.65,11,Low,11.805595078933049,0.5007752879124892
995,Pune,11000,Petrol,Automatic,First,15.5,1595,120.7,5.0,16.0,6,High,9.305650551780507,2.772588722239781
996,Pune,93000,Petrol,Manual,First,17.0,1086,62.0,5.0,1.45,13,Low,11.440354772135393,0.371563556432483
997,Coimbatore,24852,Diesel,Automatic,First,26.59,1248,74.0,5.0,8.08,4,Low,10.120693511183584,2.089391872533004
998,Pune,37632,Petrol,Automatic,First,18.9,1197,82.0,5.0,4.5,7,Low,10.5356100312583,1.5040773967762742
999,Chennai,55000,Petrol,Manual,Second,16.95,1498,97.7,5.0,4.3,8,High,10.915088464214607,1.4586150226995167
1000,Hyderabad,81448,Petrol,Manual,First,19.0,998,66.1,5.0,2.6,11,Low,11.307720058787032,0.9555114450274363
1001,Hyderabad,1900,Petrol,Manual,First,25.17,799,53.3,5.0,4.45,3,Low,7.549609165154532,1.4929040961781488
1002,Coimbatore,54957,Petrol,Automatic,First,17.1,1591,121.4,5.0,5.37,9,Low,10.91430634025357,1.6808279085207734
1003,Chennai,55000,Petrol,Manual,Second,18.9,1061,67.0,5.0,1.75,13,Low,10.915088464214607,0.5596157879354227
1004,Kolkata,21983,Diesel,Automatic,First,18.88,1995,184.0,5.0,16.5,8,High,9.998024706360116,2.803360380906535
1005,Delhi,76000,Diesel,Automatic,First,18.48,1995,177.0,5.0,19.0,8,High,11.238488619268468,2.9444389791664403
1006,Jaipur,65000,Diesel,Manual,First,25.0,1396,69.01,5.0,2.8,5,Low,11.082142548877775,1.0296194171811581
1007,Hyderabad,26000,Diesel,Manual,First,22.54,1396,88.73,5.0,6.2,6,Low,10.165851817003619,1.824549292051046
1008,Kochi,11571,Petrol,Manual,First,16.8,796,34.2,8.0,3.8,2,Low,9.356257246876337,1.33500106673234
1009,Hyderabad,81000,Diesel,Manual,First,25.2,1248,74.0,5.0,6.1,7,Low,11.302204433654575,1.8082887711792655
1010,Coimbatore,23154,Diesel,Manual,First,23.0,1498,98.96,5.0,11.65,2,Low,10.049922830765674,2.4553061800117097
1011,Mumbai,26856,Petrol,Automatic,First,16.5,1198,86.8,5.0,4.15,7,Low,10.198244538659871,1.423108334242607
1012,Chennai,67489,Diesel,Manual,First,13.68,2393,147.8,7.0,16.5,4,Low,11.119719900617751,2.803360380906535
1013,Bangalore,176000,Diesel,Manual,Second,10.5,2179,120.0,8.0,4.3,13,Low,12.078239274020289,1.4586150226995167
1014,Kolkata,18000,Petrol,Manual,First,18.5,1197,80.0,5.0,2.25,11,Low,9.798127036878302,0.8109302162163288
1015,Ahmedabad,63003,Diesel,Manual,First,22.32,1582,126.32,5.0,6.75,7,Low,11.050937623287538,1.9095425048844386
1016,Chennai,80000,Diesel,Manual,First,15.1,2179,140.0,7.0,9.4,7,Low,11.289781913656018,2.2407096892759584
1017,Coimbatore,56658,Diesel,Manual,First,20.64,1498,108.5,5.0,5.39,7,High,10.944788474491125,1.6845453849209058
1018,Kochi,18592,Diesel,Manual,First,26.59,1248,74.0,5.0,8.51,2,Low,9.830486659651637,2.1412419425852827
1019,Pune,75695,Petrol,Manual,First,13.7,1368,88.8,5.0,1.85,11,Low,11.23446738704598,0.6151856390902335
1020,Kolkata,82000,Diesel,Manual,Second,22.9,1248,74.0,5.0,2.5,9,Low,11.314474526246391,0.9162907318741551
1021,Chennai,60000,Diesel,Manual,First,22.07,1199,73.9,5.0,4.75,8,High,11.002099841204238,1.55814461804655
1022,Pune,138000,Petrol,Manual,Second,17.0,1497,118.0,5.0,3.5,12,Low,11.835008964139341,1.252762968495368
1023,Bangalore,67000,Diesel,Manual,First,23.0,1396,90.0,5.0,5.5,7,Low,11.112447898373103,1.7047480922384253
1024,Coimbatore,42750,Petrol,Manual,First,17.0,1497,118.0,5.0,6.33,9,Low,10.663124474364906,1.8453002361560848
1027,Delhi,77000,Diesel,Manual,Second,11.57,2179,138.1,7.0,3.5,10,Low,11.251560700835821,1.252762968495368
1028,Delhi,85000,Diesel,Automatic,First,11.3,2987,254.8,7.0,38.75,7,High,11.350406535472453,3.657130755799356
1029,Pune,112500,Diesel,Automatic,First,11.5,2993,235.0,5.0,7.99,13,High,11.630708500626612,2.0781907597781832
1030,Kochi,105072,Diesel,Manual,First,14.24,2755,174.5,7.0,13.28,8,Low,11.562401108430754,2.5862591440482876
1031,Pune,80000,Petrol,Automatic,First,11.25,1995,150.0,5.0,9.5,9,High,11.289781913656018,2.2512917986064953
1032,Kochi,3102,Diesel,Manual,First,20.37,1461,108.45,5.0,14.01,2,Low,8.039802343736485,2.6397713603489157
1033,Coimbatore,14656,Diesel,Manual,First,24.4,1120,71.0,5.0,6.99,5,Low,9.592605086913911,1.944480556245719
1034,Hyderabad,105000,Diesel,Automatic,Second,13.2,1995,170.0,5.0,11.0,11,High,11.56171562913966,2.3978952727983707
1035,Hyderabad,61000,Petrol,Automatic,Second,10.8,2497,215.0,5.0,11.0,13,High,11.018629143155449,2.3978952727983707
1036,Pune,85046,Petrol,Manual,Second,18.06,1198,75.0,5.0,2.3,11,High,11.350947565559865,0.8329091229351039
1037,Delhi,48000,Diesel,Automatic,First,16.36,2179,187.7,5.0,26.5,7,High,10.778956289890028,3.2771447329921766
1038,Bangalore,55000,Diesel,Automatic,First,10.2,4367,308.0,7.0,67.0,10,High,10.915088464214607,4.204692619390966
1039,Mumbai,4000,Petrol,Automatic,First,16.0,1368,160.0,5.0,17.75,4,High,8.294049640102028,2.8763855159214247
1040,Delhi,94000,Petrol,Automatic,Second,10.1,2354,152.0,5.0,4.8,11,Low,11.451050061252142,1.5686159179138452
1041,Coimbatore,61110,Petrol,Manual,First,18.6,1197,85.8,5.0,4.57,8,Low,11.020430797888961,1.5195132049061133
1042,Chennai,80000,Diesel,Manual,First,24.4,1120,71.0,5.0,3.5,5,Low,11.289781913656018,1.252762968495368
1043,Kochi,43190,Diesel,Manual,First,19.01,1461,108.5,5.0,7.61,6,High,10.673364265954747,2.0294631718735947
1044,Hyderabad,45000,Diesel,Automatic,First,18.25,1968,187.74,5.0,25.0,6,High,10.714417768752456,3.2188758248682006
1045,Coimbatore,44178,Petrol,Manual,First,18.9,1197,82.0,5.0,5.88,5,Low,10.695982206596772,1.7715567619105355
1046,Hyderabad,84415,Diesel,Manual,First,12.99,2494,100.6,8.0,13.5,6,Low,11.343500389911293,2.6026896854443837
1047,Kolkata,35000,Petrol,Manual,First,18.5,1197,80.0,5.0,4.6,6,Low,10.46310334047155,1.5260563034950492
1048,Kolkata,44000,Diesel,Manual,First,22.77,1498,98.59,5.0,4.9,8,Low,10.691944912900398,1.589235205116581
1049,Hyderabad,67635,Petrol,Manual,First,17.0,1497,118.0,5.0,5.25,9,Low,11.121880879523294,1.6582280766035324
1050,Coimbatore,18385,Petrol,Automatic,First,14.8,1497,121.36,5.0,12.41,3,Low,9.819290393735372,2.5185025992165158
1051,Kolkata,35000,Diesel,Manual,First,22.07,1199,73.9,5.0,3.8,7,High,10.46310334047155,1.33500106673234
1052,Mumbai,49000,Diesel,Automatic,First,19.27,2143,170.0,5.0,8.95,11,High,10.799575577092764,2.191653532286764
1053,Hyderabad,69000,Diesel,Manual,First,22.7,1498,89.84,5.0,7.2,8,Low,11.141861783579396,1.9740810260220096
1054,Hyderabad,23228,Petrol,Manual,First,14.4,1396,65.0,5.0,4.5,4,Low,10.05311372649194,1.5040773967762742
1055,Delhi,68462,Diesel,Manual,First,26.59,1248,74.0,5.0,4.15,7,Low,11.134034125797095,1.423108334242607
1056,Coimbatore,74611,Diesel,Manual,First,25.1,1248,88.5,5.0,7.94,5,Low,11.220043228404824,2.0719132752590443
1057,Pune,90000,Diesel,Manual,First,19.01,1461,108.45,5.0,7.25,7,Low,11.407564949312402,1.9810014688665833
1058,Delhi,22000,Petrol,Manual,First,18.9,998,67.1,5.0,3.7,5,Low,9.998797732340453,1.308332819650179
1059,Hyderabad,58163,Petrol,Manual,First,17.0,1086,62.0,5.0,2.45,11,Low,10.971004692720294,0.8960880245566357
1061,Delhi,13363,Diesel,Manual,First,16.0,1997,140.0,7.0,12.0,4,Low,9.500244972781061,2.4849066497880004
1062,Delhi,51000,Petrol,Manual,Second,19.81,1086,68.05,5.0,2.2,9,Low,10.839580911706463,0.7884573603642703
1063,Hyderabad,103000,Diesel,Manual,First,13.93,2179,138.0,7.0,3.6,14,Low,11.542484267211773,1.2809338454620642
1064,Kolkata,43002,Petrol,Manual,First,20.36,1197,78.9,5.0,1.92,12,Low,10.669001905221974,0.6523251860396901
1065,Bangalore,108000,Diesel,Automatic,First,11.36,2755,171.5,7.0,20.5,5,Low,11.589886506106357,3.0204248861443626
1066,Jaipur,82407,Diesel,Manual,First,17.5,1896,106.0,5.0,4.25,11,Low,11.319425663745703,1.4469189829363254
1067,Kolkata,29000,Petrol,Manual,First,18.9,1197,82.0,5.0,3.2,8,Low,10.275051108968611,1.1631508098056809
1068,Pune,225000,Diesel,Manual,Second,23.59,1364,67.06,5.0,2.6,9,Low,12.323855681186558,0.9555114450274363
1069,Kolkata,45000,Diesel,Manual,First,23.4,1248,74.0,5.0,3.85,7,Low,10.714417768752456,1.3480731482996928
1070,Kochi,93401,Diesel,Manual,First,23.0,1396,90.0,5.0,3.48,11,Low,11.444657330797734,1.247032293786383
1071,Hyderabad,95802,Diesel,Manual,Second,25.83,1498,99.0,5.0,4.55,4,Low,11.470038840567756,1.5151272329628591
1072,Pune,130000,Diesel,Manual,First,25.47,1248,88.5,7.0,7.0,5,Low,11.77528972943772,1.9459101490553132
1073,Ahmedabad,67443,Diesel,Manual,First,20.77,1248,88.8,7.0,5.75,8,Low,11.119038075672119,1.749199854809259
1074,Kochi,47681,Petrol,Automatic,First,16.8,1497,116.3,5.0,8.73,5,Low,10.77228827467366,2.166765369851511
1075,Hyderabad,35000,Petrol,Manual,First,19.7,796,46.3,5.0,1.7,12,Low,10.46310334047155,0.5306282510621704
1076,Hyderabad,68000,Diesel,Automatic,First,10.91,3198,197.0,7.0,29.5,5,Low,11.127262984158243,3.3843902633457743
1077,Kochi,34688,Diesel,Manual,First,24.3,1248,88.5,5.0,10.49,2,Low,10.454149084799319,2.3504224224082058
1078,Kolkata,10512,Petrol,Automatic,First,8.6,2706,265.0,2.0,64.0,6,High,9.260272740724393,4.1588830833596715
1079,Pune,58000,Diesel,Manual,First,22.9,1248,74.0,5.0,7.55,5,Low,10.968198289528557,2.0215475632609334
1080,Mumbai,40000,Petrol,Manual,First,17.57,1193,88.7,5.0,3.95,7,Low,10.596634733096073,1.3737155789130306
1081,Bangalore,61000,Petrol,Manual,Fourth & Above,17.0,1197,80.0,5.0,3.25,11,Low,11.018629143155449,1.1786549963416462
1082,Mumbai,86000,Diesel,Manual,First,19.4,1422,70.0,5.0,2.75,12,Low,11.362102575235644,1.0116009116784799
1083,Kolkata,45000,Diesel,Manual,First,21.43,1364,87.2,5.0,7.35,6,Low,10.714417768752456,1.9947003132247452
1084,Ahmedabad,55000,Petrol,Manual,First,17.0,1198,73.75,5.0,4.7,4,High,10.915088464214607,1.547562508716013
1085,Kochi,36855,Petrol,Manual,Second,15.29,1591,121.3,5.0,8.77,5,Low,10.51474657362339,2.1713368063840917
1086,Kochi,46821,Petrol,Manual,First,20.36,1197,78.9,5.0,3.42,8,Low,10.754087099210663,1.2296405510745139
1088,Kolkata,29000,Diesel,Automatic,First,14.74,2993,270.9,5.0,20.0,9,High,10.275051108968611,2.995732273553991
1089,Mumbai,40000,Petrol,Manual,First,13.24,1598,102.5,5.0,5.25,7,High,10.596634733096073,1.6582280766035324
1090,Delhi,60000,Diesel,Automatic,Second,15.73,1968,174.33,5.0,14.5,8,High,11.002099841204238,2.6741486494265287
1091,Mumbai,64984,Petrol,Automatic,First,16.95,1197,78.9,5.0,3.45,10,Low,11.08189636473079,1.2383742310432684
1092,Pune,73204,Petrol,Automatic,First,24.07,998,67.1,5.0,3.3,6,Low,11.201005343265173,1.1939224684724346
1093,Bangalore,50000,Diesel,Automatic,First,11.33,4134,335.2,7.0,51.0,7,High,10.819778284410283,3.9318256327243257
1094,Kolkata,35000,Diesel,Manual,First,24.3,1248,88.5,5.0,6.5,4,Low,10.46310334047155,1.8718021769015913
1095,Hyderabad,17729,Petrol,Manual,First,21.1,814,55.2,5.0,3.65,8,Low,9.782956995898381,1.2947271675944
1096,Chennai,97000,Diesel,Manual,First,20.0,1497,115.0,5.0,7.25,9,Low,11.48246625748552,1.9810014688665833
1097,Kochi,89614,Diesel,Manual,First,22.0,1582,126.2,5.0,6.01,7,Low,11.403266836757261,1.7934247485471162
1098,Kolkata,14000,Petrol,Manual,First,18.9,998,67.1,5.0,2.8,6,Low,9.546812608597396,1.0296194171811581
1099,Chennai,50000,Petrol,Manual,First,17.0,1197,80.0,5.0,4.0,9,Low,10.819778284410283,1.3862943611198906
1100,Delhi,62505,Petrol,Manual,First,17.4,1497,117.3,5.0,5.95,7,Low,11.043001832524663,1.7833912195575383
1101,Chennai,248000,Diesel,Manual,Second,12.8,2494,102.0,7.0,9.2,10,Low,12.421184025147118,2.2192034840549946
1102,Pune,94900,Diesel,Manual,First,16.8,1493,110.0,5.0,5.35,9,Low,11.460578984598019,1.6770965609079151
1103,Delhi,55000,Diesel,Manual,First,17.6,2179,153.86,7.0,12.0,4,Low,10.915088464214607,2.4849066497880004
1104,Coimbatore,53735,Diesel,Automatic,Second,12.07,2967,241.4,7.0,38.94,6,High,10.891819837275253,3.6620219999440535
1105,Coimbatore,53934,Petrol,Manual,Second,18.9,998,67.1,5.0,2.69,13,Low,10.895516355801455,0.9895411936137477
1106,Bangalore,58500,Diesel,Automatic,Second,17.09,1995,218.0,5.0,27.5,8,High,10.976782033219948,3.3141860046725258
1107,Kolkata,48000,Petrol,Manual,First,18.0,1198,86.7,5.0,2.75,7,Low,10.778956289890028,1.0116009116784799
1108,Mumbai,24000,Petrol,Manual,First,24.7,796,47.3,5.0,2.8,5,Low,10.085809109330082,1.0296194171811581
1109,Mumbai,52001,Petrol,Manual,First,17.01,1591,121.3,5.0,6.45,5,Low,10.859018228147887,1.864080130807681
1110,Coimbatore,9565,Petrol,Manual,First,23.84,1199,84.0,5.0,5.88,3,Low,9.165865881874353,1.7715567619105355
1111,Pune,32953,Petrol,Manual,First,18.6,1197,85.8,5.0,4.65,8,Low,10.402837582827095,1.536867219599265
1112,Jaipur,18000,Petrol,Manual,First,21.1,814,55.2,5.0,2.5,7,Low,9.798127036878302,0.9162907318741551
1113,Kochi,20446,Petrol,Automatic,First,12.6,1950,191.34,5.0,51.35,3,High,9.92554254331696,3.9386649363745674
1114,Hyderabad,33016,Diesel,Manual,First,22.54,1396,88.73,5.0,6.85,5,Low,10.404747571432418,1.9242486522741338
1115,Chennai,48000,Diesel,Manual,First,23.59,1364,67.05,5.0,5.25,9,Low,10.778956289890028,1.6582280766035324
1116,Coimbatore,72022,Diesel,Manual,First,21.43,1364,87.2,5.0,9.23,7,Low,11.184726906881156,2.222459048514761
